1487173819.631719,PlaySong,com.spotify.music,7.5.0.1076,,30.00239610671997,30.00239610671997
1487173943.024751,PlaySong,com.spotify.music,7.5.0.1076,,30.00024390220642,30.00024390220642
1487174074.273841,PlaySong,com.spotify.music,7.5.0.1076,,30.002798080444336,30.002798080444336
1487174198.906756,PlaySong,com.spotify.music,7.5.0.1076,,30.004173040390015,30.004173040390015
1487174322.346894,PlaySong,com.spotify.music,7.5.0.1076,,29.999176025390625,29.999176025390625
1487174449.050541,PlaySong,com.spotify.music,7.5.0.1076,,30.00295400619507,30.00295400619507
1487174573.545955,PlaySong,com.spotify.music,7.5.0.1076,,29.999171018600464,29.999171018600464
1487174699.896754,PlaySong,com.spotify.music,7.5.0.1076,,30.001338958740234,30.001338958740234
1487174819.45164,PlaySong,com.spotify.music,7.5.0.1076,,30.002924919128418,30.002924919128418
1487174944.330903,PlaySong,com.spotify.music,7.5.0.1076,,30.004179000854492,30.004179000854492
1487175071.316112,PlaySong,com.spotify.music,7.5.0.1076,,30.002204179763794,30.002204179763794
1487175192.47871,PlaySong,com.spotify.music,7.5.0.1076,,30.001776933670044,30.001776933670044
1487175322.292557,PlaySong,com.spotify.music,7.5.0.1076,,30.004679918289185,30.004679918289185
1487175450.658292,PlaySong,com.spotify.music,7.5.0.1076,,29.999701023101807,29.999701023101807
1487175579.246074,PlaySong,com.spotify.music,7.5.0.1076,,30.00345492362976,30.00345492362976
1487175710.648394,PlaySong,com.spotify.music,7.5.0.1076,,30.00273299217224,30.00273299217224
1487175837.891302,PlaySong,com.spotify.music,7.5.0.1076,,29.999992847442627,29.999992847442627
1487175966.534637,PlaySong,com.spotify.music,7.5.0.1076,,30.004498958587646,30.004498958587646
1487176089.206397,PlaySong,com.spotify.music,7.5.0.1076,,30.00570511817932,30.00570511817932
1487176215.018057,PlaySong,com.spotify.music,7.5.0.1076,,30.001436948776245,30.001436948776245
1487176330.301477,PlaySong,com.spotify.music,7.5.0.1076,,30.0004141330719,30.0004141330719
1487176459.41422,PlaySong,com.spotify.music,7.5.0.1076,,30.004456996917725,30.004456996917725
1487176585.347079,PlaySong,com.spotify.music,7.5.0.1076,,30.00018000602722,30.00018000602722
1487176727.724491,PlaySong,com.spotify.music,7.5.0.1076,,30.00352191925049,30.00352191925049
1487176858.823766,PlaySong,com.spotify.music,7.5.0.1076,,30.002445936203003,30.002445936203003
1487176980.417192,PlaySong,com.spotify.music,7.5.0.1076,,30.00639295578003,30.00639295578003
1487177109.466004,PlaySong,com.spotify.music,7.5.0.1076,,30.00213885307312,30.00213885307312
1487177227.383127,PlaySong,com.spotify.music,7.5.0.1076,,29.999451160430908,29.999451160430908
1487177337.258936,PlaySong,com.spotify.music,7.5.0.1076,,30.002903938293457,30.002903938293457
1487177464.886338,PlaySong,com.spotify.music,7.5.0.1076,,30.00334405899048,30.00334405899048
