1486567349.59868,OpenApp,org.fdroid.fdroid,0.01,,6.57659912109375,6.57659912109375
1486567365.619659,OpenApp,org.fdroid.fdroid,0.01,,7.583057165145874,7.583057165145874
1486567382.742272,OpenApp,org.fdroid.fdroid,0.01,,7.976233959197998,7.976233959197998
1486567395.735756,OpenApp,org.fdroid.fdroid,0.01,,5.953934907913208,5.953934907913208
1486567408.249536,OpenApp,org.fdroid.fdroid,0.01,,5.54112982749939,5.54112982749939
1486567421.010315,OpenApp,org.fdroid.fdroid,0.01,,5.640350818634033,5.640350818634033
1486567433.362213,OpenApp,org.fdroid.fdroid,0.01,,5.588593006134033,5.588593006134033
1486567446.676368,OpenApp,org.fdroid.fdroid,0.01,,5.762337923049927,5.762337923049927
1486567459.047645,OpenApp,org.fdroid.fdroid,0.01,,5.54538106918335,5.54538106918335
1486567471.542957,OpenApp,org.fdroid.fdroid,0.01,,5.60892915725708,5.60892915725708
1486567483.96923,OpenApp,org.fdroid.fdroid,0.01,,5.550025939941406,5.550025939941406
1486567496.266,OpenApp,org.fdroid.fdroid,0.01,,5.527224063873291,5.527224063873291
1486567508.834043,OpenApp,org.fdroid.fdroid,0.01,,5.621973991394043,5.621973991394043
1486567521.472976,OpenApp,org.fdroid.fdroid,0.01,,5.632982015609741,5.632982015609741
1486567534.082833,OpenApp,org.fdroid.fdroid,0.01,,5.668418884277344,5.668418884277344
1486567546.475238,OpenApp,org.fdroid.fdroid,0.01,,5.543542146682739,5.543542146682739
1486567558.910123,OpenApp,org.fdroid.fdroid,0.01,,5.62471604347229,5.62471604347229
1486567571.446096,OpenApp,org.fdroid.fdroid,0.01,,5.791741847991943,5.791741847991943
1486567584.007273,OpenApp,org.fdroid.fdroid,0.01,,5.61039400100708,5.61039400100708
1486567596.432278,OpenApp,org.fdroid.fdroid,0.01,,5.586450815200806,5.586450815200806
1486567608.861098,OpenApp,org.fdroid.fdroid,0.01,,5.543390989303589,5.543390989303589
1486567621.323726,OpenApp,org.fdroid.fdroid,0.01,,5.565178155899048,5.565178155899048
1486567633.866745,OpenApp,org.fdroid.fdroid,0.01,,5.601652145385742,5.601652145385742
1486567647.123889,OpenApp,org.fdroid.fdroid,0.01,,5.744368076324463,5.744368076324463
1486567659.611283,OpenApp,org.fdroid.fdroid,0.01,,5.558281183242798,5.558281183242798
1486567672.055198,OpenApp,org.fdroid.fdroid,0.01,,5.60584282875061,5.60584282875061
1486567684.443361,OpenApp,org.fdroid.fdroid,0.01,,5.547653913497925,5.547653913497925
1486567696.893204,OpenApp,org.fdroid.fdroid,0.01,,5.609673023223877,5.609673023223877
1486567709.53905,OpenApp,org.fdroid.fdroid,0.01,,5.593183994293213,5.593183994293213
1486567722.147806,OpenApp,org.fdroid.fdroid,0.01,,5.768643140792847,5.768643140792847
